City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
542,petauke,-14.2426,31.3253,19.68888888888889,89,92,8.39,ZM,1707771476
543,thurso,58.5927,-3.5259,3.811111111111111,83,100,16.42,GB,1707771476
544,karratha,-20.7377,116.8463,26.52777777777778,81,0,13.65,AU,1707771372
545,sinop,41.7711,34.8709,11.872222222222222,52,100,7.94,TR,1707771476
546,bengkulu,-3.8004,102.2655,24.400000000000002,88,96,5.08,ID,1707771476
547,mil'kovo,55.6078,37.7956,-1.7277777777777776,97,100,5.68,RU,1707771476
548,baikonur,45.6167,63.3167,-3.6000000000000005,65,58,8.16,KZ,1707771476
549,thala,35.5724,8.6703,8.438888888888888,84,33,13.78,TN,1707771476
550,san juan del sur,11.2529,-85.8705,32.12222222222222,62,0,4.61,NI,1707771476
551,yoloten,37.2989,62.3597,11.83888888888889,38,22,8.7,TM,1707771476
552,sao gabriel da cachoeira,-0.1303,-67.0892,32.388888888888886,48,23,1.79,BR,1707771477
553,aur,8.1499,171.1687,27.477777777777774,78,100,21.79,MH,1707771477
554,fort-shevchenko,44.5086,50.263,9.43888888888889,62,99,12.62,KZ,1707771477
555,rosarito,32.3333,-117.0333,21.33888888888889,41,0,9.98,MX,1707771374
556,pacific grove,36.6177,-121.9166,17.43888888888889,69,0,10.0,US,1707771300
557,gapyeong,37.831,127.5106,2.1722222222222203,88,8,4.74,KR,1707771477
558,khovd,48.0056,91.6419,-13.422222222222222,44,0,8.72,MN,1707771477
559,tanjung pinang,0.9167,104.45,27.022222222222222,83,86,21.52,ID,1707771477
